ags,t,f,wi,wa,wn,pwi,pwa,pwn
06533005,2393,1181,274,171,103,11.5,7.1,4.3
07143052,1987,1008,184,121,63,9.3,6.1,3.2
07132087,90,41,16,9,7,17.8,10,7.8
07141141,95,48,10,3,7,10.5,3.2,7.4
07143213,481,229,59,39,20,12.3,8.1,4.2
07141087,100,53,9,6,3,9,6,3
07132001,410,208,44,28,16,10.7,6.8,3.9
06439006,6112,3003,563,369,194,9.2,6,3.2
07141089,431,208,46,28,18,10.7,6.5,4.2
07143059,389,188,62,40,22,15.9,10.3,5.7
07141085,1925,962,189,128,61,9.8,6.6,3.2
07132054,543,277,76,55,21,14,10.1,3.9
07132011,1023,514,102,68,34,10,6.6,3.3
07137203,16813,8620,1792,1176,616,10.7,7,3.7
07143284,1002,490,110,75,35,11,7.5,3.5
07141102,764,361,78,52,26,10.2,6.8,3.4
07143233,366,182,47,34,13,12.8,9.3,3.6
07141118,209,103,15,-1,-1,7.2,nan,nan
07141043,1053,533,110,74,36,10.4,7,3.4
07135066,648,331,78,56,22,12,8.6,3.4
12061265,600,295,25,18,7,4.2,3,1.2
05570044,19557,10096,2077,1371,706,10.6,7,3.6
05558024,24263,12209,2563,1805,758,10.6,7.4,3.1
07131001,2947,1512,361,255,106,12.2,8.7,3.6
07137060,664,339,64,42,22,9.6,6.3,3.3
07131060,1106,543,127,85,42,11.5,7.7,3.8
13075063,210,100,4,-1,-1,1.9,nan,nan
05382056,55709,28463,4891,3205,1686,8.8,5.8,3
07131028,259,127,30,18,12,11.6,6.9,4.6
07233032,129,62,15,15,n/a,11.6,11.6,nan
07138002,1364,701,144,99,45,10.6,7.3,3.3
07137209,2082,1027,248,141,107,11.9,6.8,5.1
07143046,1077,523,98,65,33,9.1,6,3.1
07143502,213,103,32,22,10,15,10.3,4.7
07132103,319,154,31,19,12,9.7,6,3.8
07132049,271,108,23,14,9,8.5,5.2,3.3
07132101,377,179,52,35,17,13.8,9.3,4.5
07143034,688,344,71,48,23,10.3,7,3.3
07137216,11052,5628,1251,821,430,11.3,7.4,3.9
07143056,540,256,68,47,21,12.6,8.7,3.9
07132006,9967,5097,1197,848,349,12,8.5,3.5
07141062,293,145,20,17,3,6.8,5.8,1
07132016,482,249,57,41,16,11.8,8.5,3.3
07143287,860,425,88,58,30,10.2,6.7,3.5
07132032,1325,688,139,92,47,10.5,6.9,3.5
07141139,687,344,74,51,23,10.8,7.4,3.3
07141129,1750,888,218,135,83,12.5,7.7,4.7
07132106,220,125,14,7,7,6.4,3.2,3.2
07143062,7561,3867,868,564,304,11.5,7.5,4
07143240,123,56,10,5,5,8.1,4.1,4.1
07143295,419,206,45,26,19,10.7,6.2,4.5
06533007,12426,6191,1326,937,389,10.7,7.5,3.1
07138069,314,155,30,22,8,9.6,7,2.5
07141045,359,187,36,27,9,10,7.5,2.5
07143058,511,260,64,48,16,12.5,9.4,3.1
07143267,723,357,91,64,27,12.6,8.9,3.7
07132109,247,122,31,20,11,12.6,8.1,4.5
07143022,457,214,48,34,14,10.5,7.4,3.1
07143020,520,251,60,33,27,11.5,6.3,5.2
07141076,494,244,44,32,12,8.9,6.5,2.4
07132070,528,262,60,45,15,11.4,8.5,2.8
07143044,987,522,117,88,29,11.9,8.9,2.9
07143042,854,425,110,73,37,12.9,8.5,4.3
07141138,471,242,70,49,21,14.9,10.4,4.5
07143228,937,460,116,84,32,12.4,9,3.4
07143261,249,124,25,18,7,10,7.2,2.8
07143253,1051,525,139,92,47,13.2,8.8,4.5
07140062,478,230,76,51,25,15.9,10.7,5.2
07231005,808,385,104,66,38,12.9,8.2,4.7
07133042,26,11,6,-1,-1,23.1,nan,nan
05554044,14532,7134,1741,1212,529,12,8.3,3.6
07132045,532,260,66,40,26,12.4,7.5,4.9
07141140,176,90,20,13,7,11.4,7.4,4
07141026,188,97,25,19,6,13.3,10.1,3.2
07143007,709,350,64,35,29,9,4.9,4.1
07143316,183,87,28,18,10,15.3,9.8,5.5
07143084,625,313,76,50,26,12.2,8,4.2
07132105,789,385,101,77,24,12.8,9.8,3
07132095,767,383,101,76,25,13.2,9.9,3.3
07141042,647,319,71,52,19,11,8,2.9
07132046,297,143,44,24,20,14.8,8.1,6.7
07143012,1227,617,125,83,42,10.2,6.8,3.4
07140070,271,119,39,30,9,14.4,11.1,3.3
07140134,438,220,61,37,24,13.9,8.4,5.5
07333042,923,462,101,68,33,10.9,7.4,3.6
07331044,996,515,95,61,34,9.5,6.1,3.4
07141078,269,133,27,18,9,10,6.7,3.3
07331033,604,296,75,44,31,12.4,7.3,5.1
07333072,107,54,16,11,5,15,10.3,4.7
07337012,756,377,88,58,30,11.6,7.7,4
07335013,639,319,69,45,24,10.8,7,3.8
07335017,1891,969,175,104,71,9.3,5.5,3.8
05374032,17002,8692,1690,1104,586,9.9,6.5,3.4
07140045,1247,574,167,101,66,13.4,8.1,5.3
07138078,570,277,66,51,15,11.6,8.9,2.6
07143060,1354,673,182,98,84,13.4,7.2,6.2
07141034,131,73,22,18,4,16.8,13.7,3.1
07141006,9229,4786,915,591,324,9.9,6.4,3.5
07132117,8314,4238,989,675,314,11.9,8.1,3.8
07143036,520,254,67,48,19,12.9,9.2,3.7
07132010,722,360,72,59,13,10,8.2,1.8
07143312,662,323,60,37,23,9.1,5.6,3.5
07143025,816,393,105,71,34,12.9,8.7,4.2
07141027,216,110,29,19,10,13.4,8.8,4.6
07132092,142,71,21,13,8,14.8,9.2,5.6
07132093,443,210,48,29,19,10.8,6.5,4.3
07143262,412,202,58,42,16,14.1,10.2,3.9
07143211,236,116,27,18,9,11.4,7.6,3.8
07143208,555,281,86,51,35,15.5,9.2,6.3
05966024,24757,12650,2913,1875,1038,11.8,7.6,4.2
07333026,3771,1927,422,276,146,11.2,7.3,3.9
07333038,2129,1079,227,162,65,10.7,7.6,3.1
05966028,19873,9877,2494,1677,817,12.5,8.4,4.1
07132037,1562,771,174,121,53,11.1,7.7,3.4
07132050,6661,3370,795,570,225,11.9,8.6,3.4
07132018,4202,2150,543,392,151,12.9,9.3,3.6
05374012,50412,25542,5477,3648,1829,10.9,7.2,3.6
05958032,30119,15203,3478,2444,1034,11.5,8.1,3.4
07231069,1412,709,194,122,72,13.7,8.6,5.1
07134047,1096,562,108,66,42,9.9,6,3.8
07231113,2359,1226,296,194,102,12.5,8.2,4.3
07231082,357,161,47,31,16,13.2,8.7,4.5
07235003,269,136,40,25,15,14.9,9.3,5.6
07140153,346,169,38,29,9,11,8.4,2.6
07231046,965,481,97,64,33,10.1,6.6,3.4
07231085,709,345,80,51,29,11.3,7.2,4.1
07134029,399,206,34,18,16,8.5,4.5,4
07134054,250,123,26,18,8,10.4,7.2,3.2
07231051,165,82,27,21,6,16.4,12.7,3.6
07134025,902,457,85,62,23,9.4,6.9,2.5
07140131,258,124,38,27,11,14.7,10.5,4.3
10046116,6076,3109,660,450,210,10.9,7.4,3.5
10046114,10076,5014,1032,701,331,10.2,7,3.3
07335201,735,362,56,38,18,7.6,5.2,2.4
07133001,206,103,24,19,5,11.7,9.2,2.4
07133004,339,161,37,24,13,10.9,7.1,3.8
07335041,882,448,76,52,24,8.6,5.9,2.7
07138043,1991,1015,206,137,69,10.3,6.9,3.5
07143064,491,237,58,34,24,11.8,6.9,4.9
07132069,480,252,36,23,13,7.5,4.8,2.7
07141093,381,181,45,33,12,11.8,8.7,3.1
07143264,544,263,70,53,17,12.9,9.7,3.1
07132091,1487,748,134,96,38,9,6.5,2.6
07141039,142,66,12,-1,-1,8.5,nan,nan
07141091,4594,2313,393,261,132,8.6,5.7,2.9
07132083,726,363,117,83,34,16.1,11.4,4.7
07141022,495,255,51,39,12,10.3,7.9,2.4
07132102,135,77,22,14,8,16.3,10.4,5.9
07143281,552,266,56,35,21,10.1,6.3,3.8
07141059,1046,525,114,74,40,10.9,7.1,3.8
07138023,2348,1199,260,156,104,11.1,6.6,4.4
07141079,477,243,45,34,11,9.4,7.1,2.3
07141132,198,99,26,13,13,13.1,6.6,6.6
05374028,10402,5174,1214,844,370,11.7,8.1,3.6
07132034,569,304,57,45,12,10,7.9,2.1
13075108,409,175,9,-1,-1,2.2,nan,nan
08226106,3762,1852,348,199,149,9.3,5.3,4
07143266,466,244,51,33,18,10.9,7.1,3.9
06533004,8527,4228,882,622,260,10.3,7.3,3
13071012,748,371,31,22,9,4.1,2.9,1.2
05962020,7217,3640,658,405,253,9.1,5.6,3.5
07141029,12073,5631,1080,695,385,8.9,5.8,3.2
06533009,34255,17421,3339,2269,1070,9.7,6.6,3.1
07336040,154,75,18,15,3,11.7,9.7,1.9
07340041,311,158,30,20,10,9.6,6.4,3.2
07235120,221,108,29,18,11,13.1,8.1,5
07231014,394,205,34,26,8,8.6,6.6,2
07211000,114914,57404,11590,8455,3135,10.1,7.4,2.7
07235207,1068,529,97,66,31,9.1,6.2,2.9
07134011,164,77,27,14,13,16.5,8.5,7.9
07140041,1260,657,131,87,44,10.4,6.9,3.5
07233209,517,249,54,38,16,10.4,7.4,3.1
07135070,271,129,42,26,16,15.5,9.6,5.9
07231087,1200,601,150,105,45,12.5,8.8,3.8
07140123,334,163,39,27,12,11.7,8.1,3.6
07133073,902,461,72,53,19,8,5.9,2.1
07140151,85,43,8,4,4,9.4,4.7,4.7
07231108,622,311,60,43,17,9.6,6.9,2.7
07336084,539,270,42,25,17,7.8,4.6,3.2
07232055,183,97,27,18,9,14.8,9.8,4.9
07333202,97,41,7,-1,-1,7.2,nan,nan
07333024,321,163,32,21,11,10,6.5,3.4
07331025,2702,1349,286,177,109,10.6,6.6,4
13073022,777,366,36,31,5,4.6,4,0.6
07336029,319,150,27,17,10,8.5,5.3,3.1
07331019,474,232,46,31,15,9.7,6.5,3.2
07333069,329,163,43,29,14,13.1,8.8,4.3
07140047,184,95,35,17,18,19,9.2,9.8
07333022,610,296,68,45,23,11.1,7.4,3.8
06439009,4106,2099,331,189,142,8.1,4.6,3.5
07133110,473,234,44,24,20,9.3,5.1,4.2
07331021,1393,710,141,81,60,10.1,5.8,4.3
07340054,4786,2422,379,260,119,7.9,5.4,2.5
07340018,238,115,30,20,10,12.6,8.4,4.2
07337015,814,417,59,48,11,7.2,5.9,1.4
07339001,1406,704,140,89,51,10,6.3,3.6
07336019,417,215,43,29,14,10.3,7,3.4
07336012,154,67,15,9,6,9.7,5.8,3.9
07331065,582,303,62,46,16,10.7,7.9,2.7
07332032,3992,2059,397,269,128,9.9,6.7,3.2
07140042,471,232,47,34,13,10,7.2,2.8
07138036,952,477,108,70,38,11.3,7.4,4
07335020,1200,608,129,101,28,10.8,8.4,2.3
07336030,485,236,62,49,13,12.8,10.1,2.7
07235019,474,241,52,27,25,11,5.7,5.3
07336068,259,130,22,16,6,8.5,6.2,2.3
10045117,36292,18880,3391,2384,1007,9.3,6.6,2.8
10041517,14611,7555,1343,951,392,9.2,6.5,2.7
10041515,18748,9698,1693,1181,512,9,6.3,2.7
07336071,249,119,20,13,7,8,5.2,2.8
07336041,1308,662,116,83,33,8.9,6.3,2.5
07134048,337,160,31,20,11,9.2,5.9,3.3
07134077,386,192,32,21,11,8.3,5.4,2.8
07235060,2563,1323,293,196,97,11.4,7.6,3.8
07235037,1891,976,143,111,32,7.6,5.9,1.7
07231133,928,468,100,72,28,10.8,7.8,3
07231024,1341,686,167,118,49,12.5,8.8,3.7
03158016,1605,793,117,88,29,7.3,5.5,1.8
07140020,270,130,31,21,10,11.5,7.8,3.7
07132025,1819,915,243,162,81,13.4,8.9,4.5
07132114,240,124,31,18,13,12.9,7.5,5.4
07143013,2473,1241,227,157,70,9.2,6.3,2.8
07141044,573,304,52,39,13,9.1,6.8,2.3
07138057,2348,1233,239,146,93,10.2,6.2,4
07143299,525,256,86,59,27,16.4,11.2,5.1
07137207,2448,1238,244,156,88,10,6.4,3.6
07143249,1033,530,117,77,40,11.3,7.5,3.9
07132023,584,292,56,38,18,9.6,6.5,3.1
07137227,2211,1116,243,152,91,11,6.9,4.1
07143275,167,82,32,22,10,19.2,13.2,6
07141036,280,134,26,18,8,9.3,6.4,2.9
05374004,18940,9646,1911,1365,546,10.1,7.2,2.9
07143268,764,391,70,39,31,9.2,5.1,4.1
07132084,201,95,25,15,10,12.4,7.5,5
07141070,176,95,20,13,7,11.4,7.4,4
07332034,1111,573,100,54,46,9,4.9,4.1
03255016,1519,762,148,113,35,9.7,7.4,2.3
07133099,1156,583,96,75,21,8.3,6.5,1.8
07337069,841,438,91,61,30,10.8,7.3,3.6
07140027,646,306,65,45,20,10.1,7,3.1
07140080,413,204,56,38,18,13.6,9.2,4.4
07140011,199,98,30,22,8,15.1,11.1,4
07140085,489,246,63,45,18,12.9,9.2,3.7
07140096,345,166,38,28,10,11,8.1,2.9
07140158,179,93,21,14,7,11.7,7.8,3.9
07140025,631,318,72,49,23,11.4,7.8,3.6
07140161,570,248,64,40,24,11.2,7,4.2
07140112,2834,1469,311,218,93,11,7.7,3.3
07339003,1880,943,223,147,76,11.9,7.8,4
05966008,11874,5871,1429,960,469,12,8.1,3.9
07140050,143,80,14,11,3,9.8,7.7,2.1
07137231,1070,559,115,80,35,10.7,7.5,3.3
07137219,1106,558,118,76,42,10.7,6.9,3.8
07340023,880,437,71,47,24,8.1,5.3,2.7
07137217,1033,629,80,49,31,7.7,4.7,3
07231020,80,35,11,7,4,13.8,8.8,5
07231021,12,4,-1,-1,n/a,-8.3,nan,nan
07336064,1191,589,86,60,26,7.2,5,2.2
07140095,168,85,28,25,3,16.7,14.9,1.8
07336051,350,172,34,20,14,9.7,5.7,4
07231202,270,117,34,25,9,12.6,9.3,3.3
07231036,246,125,30,21,9,12.2,8.5,3.7
07140090,115,56,10,-1,-1,8.7,nan,nan
07235125,7672,4046,789,534,255,10.3,7,3.3
07231041,652,311,55,39,16,8.4,6,2.5
07232306,155,69,27,15,12,17.4,9.7,7.7
07134018,158,78,16,11,5,10.1,7,3.2
07340213,434,216,43,30,13,9.9,6.9,3
07231030,371,173,60,40,20,16.2,10.8,5.4
07133048,1327,664,144,90,54,10.9,6.8,4.1
07333067,237,127,22,15,7,9.3,6.3,3
06439002,10697,5392,1035,669,366,9.7,6.3,3.4
07133044,509,268,58,44,14,11.4,8.6,2.8
07335033,1031,529,95,60,35,9.2,5.8,3.4
07133024,363,176,25,18,7,6.9,5,1.9
07331017,418,214,54,28,26,12.9,6.7,6.2
07331035,602,296,70,47,23,11.6,7.8,3.8
07140058,334,175,41,32,9,12.3,9.6,2.7
07335047,3035,1548,317,228,89,10.4,7.5,2.9
07337082,583,298,55,37,18,9.4,6.3,3.1
07140037,270,141,24,15,9,8.9,5.6,3.3
07141109,396,197,35,30,5,8.8,7.6,1.3
07133083,710,355,57,42,15,8,5.9,2.1
07133066,1413,708,132,99,33,9.3,7,2.3
07333017,984,501,100,71,29,10.2,7.2,2.9
07337084,580,302,44,33,11,7.6,5.7,1.9
07143306,148,78,18,11,7,12.2,7.4,4.7
07143305,561,280,70,48,22,12.5,8.6,3.9
07132201,557,283,59,39,20,10.6,7,3.6
07143057,1140,548,121,83,38,10.6,7.3,3.3
07143274,724,373,88,60,28,12.2,8.3,3.9
07143265,457,226,46,29,17,10.1,6.3,3.7
07141001,654,322,86,57,29,13.1,8.7,4.4
07141135,438,212,35,25,10,8,5.7,2.3
07141113,208,102,24,13,11,11.5,6.2,5.3
07141095,1422,722,141,100,41,9.9,7,2.9
07141096,197,97,9,6,3,4.6,3,1.5
07143023,826,400,100,62,38,12.1,7.5,4.6
07143039,1376,687,113,80,33,8.2,5.8,2.4
07137224,3160,1569,307,184,123,9.7,5.8,3.9
07141011,390,203,43,24,19,11,6.2,4.9
07138005,950,481,103,69,34,10.8,7.3,3.6
07143263,1879,940,193,135,58,10.3,7.2,3.1
07138042,523,256,51,36,15,9.8,6.9,2.9
07133069,917,451,77,46,31,8.4,5,3.4
07335026,3862,1923,365,230,135,9.5,6,3.5
07335028,825,414,62,38,24,7.5,4.6,2.9
07133080,320,156,40,25,15,12.5,7.8,4.7
07133076,1686,862,143,104,39,8.5,6.2,2.3
07331022,375,188,47,31,16,12.5,8.3,4.3
07332012,1242,610,133,91,42,10.7,7.3,3.4
07332029,1021,502,88,54,34,8.6,5.3,3.3
07332018,821,410,84,56,28,10.2,6.8,3.4
07140125,4081,2069,431,280,151,10.6,6.9,3.7
07333048,1207,611,93,57,36,7.7,4.7,3
07133017,400,209,21,17,4,5.2,4.2,1
07140018,604,298,87,58,29,14.4,9.6,4.8
07333033,895,439,58,35,23,6.5,3.9,2.6
14522150,14462,7292,682,472,210,4.7,3.3,1.5
14627180,10820,5414,560,397,163,5.2,3.7,1.5
07333075,746,381,60,44,16,8,5.9,2.1
07231018,259,136,34,25,9,13.1,9.7,3.5
07140039,219,113,41,30,11,18.7,13.7,5
07235094,2820,1415,270,185,85,9.6,6.6,3
07134009,273,137,26,18,8,9.5,6.6,2.9
07231093,154,80,12,-1,-1,7.8,nan,nan
07134013,310,159,44,32,12,14.2,10.3,3.9
07133043,1238,647,101,67,34,8.2,5.4,2.7
07235033,986,500,82,63,19,8.3,6.4,1.9
07235151,3025,1511,299,199,100,9.9,6.6,3.3
07231122,206,103,22,16,6,10.7,7.8,2.9
07340202,699,346,66,44,22,9.4,6.3,3.1
07235069,2042,1028,208,155,53,10.2,7.6,2.6
07140130,184,86,15,10,5,8.2,5.4,2.7
07336032,1020,507,72,52,20,7.1,5.1,2
07231504,710,351,73,50,23,10.3,7,3.2
07340203,2146,1071,162,107,55,7.5,5,2.6
07135004,342,170,32,-1,-1,9.4,nan,nan
07332026,733,361,79,47,32,10.8,6.4,4.4
07335204,1426,720,129,96,33,9,6.7,2.3
07331043,594,304,75,47,28,12.6,7.9,4.7
07340038,6952,3540,645,434,211,9.3,6.2,3
07133107,2181,1061,215,151,64,9.9,6.9,2.9
07340037,879,452,71,48,23,8.1,5.5,2.6
06533006,8123,4186,809,567,242,10,7,3
07141018,293,139,33,25,8,11.3,8.5,2.7
07138071,1885,948,189,132,57,10,7,3
07143040,251,128,23,15,8,9.2,6,3.2
07143085,494,242,59,40,19,11.9,8.1,3.8
07143205,614,292,90,59,31,14.7,9.6,5
07132030,393,190,57,36,21,14.5,9.2,5.3
07141047,528,267,52,32,20,9.8,6.1,3.8
07138027,405,206,60,42,18,14.8,10.4,4.4
07143286,4339,2125,465,321,144,10.7,7.4,3.3
07143075,248,111,31,22,9,12.5,8.9,3.6
07132071,533,253,61,46,15,11.4,8.6,2.8
07141120,342,176,44,32,12,12.9,9.4,3.5
07141133,330,162,41,29,12,12.4,8.8,3.6
07132047,870,424,88,68,20,10.1,7.8,2.3
07138064,630,305,72,52,20,11.4,8.3,3.2
07141125,272,139,42,22,20,15.4,8.1,7.4
07141088,127,62,20,16,4,15.7,12.6,3.1
07143065,1181,577,120,81,39,10.2,6.9,3.3
07143258,149,71,18,15,3,12.1,10.1,2
07141014,1538,764,143,96,47,9.3,6.2,3.1
07141097,416,200,50,37,13,12,8.9,3.1
07140098,70,29,10,-1,-1,14.3,nan,nan
07133019,240,119,34,23,11,14.2,9.6,4.6
07332027,3013,1526,290,199,91,9.6,6.6,3
07335027,708,368,56,35,21,7.9,4.9,3
07143203,146,73,18,-1,-1,12.3,nan,nan
07141106,140,75,20,-1,-1,14.3,nan,nan
07143074,780,384,86,48,38,11,6.2,4.9
07143270,1103,525,161,109,52,14.6,9.9,4.7
07143031,2441,1229,293,184,109,12,7.5,4.5
07143304,1445,745,150,105,45,10.4,7.3,3.1
07143204,222,117,30,18,12,13.5,8.1,5.4
07143303,329,162,36,24,12,10.9,7.3,3.6
07141503,593,290,53,40,13,8.9,6.7,2.2
07132097,339,174,40,30,10,11.8,8.8,2.9
07143243,1275,651,193,132,61,15.1,10.4,4.8
07141072,583,283,64,46,18,11,7.9,3.1
07132022,487,242,47,33,14,9.7,6.8,2.9
07140122,357,185,55,27,28,15.4,7.6,7.8
07135054,351,169,34,20,14,9.7,5.7,4
07235067,335,171,36,22,14,10.7,6.6,4.2
07231025,371,187,61,40,21,16.4,10.8,5.7
10045111,17769,9050,1628,1110,518,9.2,6.2,2.9
07336076,816,403,68,53,15,8.3,6.5,1.8
07232070,867,424,93,69,24,10.7,8,2.8
07134035,186,92,15,-1,-1,8.1,nan,nan
07233081,251,129,32,24,8,12.7,9.6,3.2
07231013,476,266,56,36,20,11.8,7.6,4.2
10041518,16215,8311,1624,1150,474,10,7.1,2.9
07134044,589,292,79,48,31,13.4,8.1,5.3
07135069,106,51,15,12,3,14.2,11.3,2.8
07134063,259,120,41,31,10,15.8,12,3.9
07140166,289,129,37,21,16,12.8,7.3,5.5
07133202,262,120,28,22,6,10.7,8.4,2.3
06439003,16970,8737,1682,1049,633,9.9,6.2,3.7
07333021,295,149,24,15,9,8.1,5.1,3.1
07140106,307,143,33,26,7,10.7,8.5,2.3
07337073,1046,534,101,70,31,9.7,6.7,3
07140155,732,374,58,41,17,7.9,5.6,2.3
07337017,443,229,39,30,9,8.8,6.8,2
07335025,1074,554,104,66,38,9.7,6.1,3.5
07333031,607,303,47,30,17,7.7,4.9,2.8
07333077,119,60,14,10,4,11.8,8.4,3.4
07332044,842,428,91,59,32,10.8,7,3.8
07335009,327,158,34,29,5,10.4,8.9,1.5
07333030,656,332,77,56,21,11.7,8.5,3.2
07333028,513,259,52,39,13,10.1,7.6,2.5
07331027,715,342,65,36,29,9.1,5,4.1
07333025,535,268,40,27,13,7.5,5,2.4
07336065,125,56,9,6,3,7.2,4.8,2.4
07140014,339,172,43,33,10,12.7,9.7,2.9
07333047,756,382,78,45,33,10.3,6,4.4
07133032,1550,799,171,111,60,11,7.2,3.9
07143314,499,241,54,37,17,10.8,7.4,3.4
07137230,2448,1281,271,173,98,11.1,7.1,4
07143066,646,331,70,43,27,10.8,6.7,4.2
06439001,6006,3019,607,414,193,10.1,6.9,3.2
07133114,1776,883,150,99,51,8.4,5.6,2.9
07333003,1676,861,127,99,28,7.6,5.9,1.7
07336036,521,266,42,28,14,8.1,5.4,2.7
07333040,1018,504,100,66,34,9.8,6.5,3.3
07333011,432,210,29,23,6,6.7,5.3,1.4
07336058,2133,1114,183,132,51,8.6,6.2,2.4
07133030,1582,783,165,113,52,10.4,7.1,3.3
07331004,2554,1273,226,154,72,8.8,6,2.8
07140117,623,304,76,57,19,12.2,9.1,3
07340015,2048,1039,144,98,46,7,4.8,2.2
07132024,335,171,43,30,13,12.8,9,3.9
07132079,356,185,50,32,18,14,9,5.1
07143072,707,347,78,43,35,11,6.1,5
07141083,221,113,22,15,7,10,6.8,3.2
07132056,57,28,7,-1,-1,12.3,nan,nan
07141108,1234,610,118,78,40,9.6,6.3,3.2
07143269,983,489,145,95,50,14.8,9.7,5.1
07141100,206,101,28,16,12,13.6,7.8,5.8
07138031,630,324,60,40,20,9.5,6.3,3.2
07143209,490,257,40,32,8,8.2,6.5,1.6
07132078,205,116,12,9,3,5.9,4.4,1.5
07132094,368,179,39,32,7,10.6,8.7,1.9
07132077,111,58,12,7,5,10.8,6.3,4.5
07143079,956,482,115,70,45,12,7.3,4.7
07132119,144,79,8,-1,-1,5.6,nan,nan
07132066,976,483,132,102,30,13.5,10.5,3.1
07138072,731,354,64,42,22,8.8,5.7,3
07143230,392,195,44,26,18,11.2,6.6,4.6
07141067,233,118,24,16,8,10.3,6.9,3.4
07235045,7122,3428,642,423,219,9,5.9,3.1
07336034,714,357,79,58,21,11.1,8.1,2.9
07134015,1168,575,114,76,38,9.8,6.5,3.3
07134071,308,150,39,27,12,12.7,8.8,3.9
07134006,432,217,45,32,13,10.4,7.4,3
07231009,708,355,72,44,28,10.2,6.2,4
07134032,169,76,18,14,4,10.7,8.3,2.4
07134070,119,60,14,9,5,11.8,7.6,4.2
07134052,390,201,51,38,13,13.1,9.7,3.3
07134023,94,49,14,-1,-1,14.9,nan,nan
07235022,2460,1246,271,194,77,11,7.9,3.1
07231040,208,104,26,13,13,12.5,6.2,6.2
07232035,27,11,3,3,n/a,11.1,11.1,nan
07134092,88,48,13,9,4,14.8,10.2,4.5
07133038,515,261,47,34,13,9.1,6.6,2.5
07140504,305,157,40,28,12,13.1,9.2,3.9
07134089,677,327,85,60,25,12.6,8.9,3.7
07332024,13213,6734,1285,811,474,9.7,6.1,3.6
07333055,260,126,22,17,5,8.5,6.5,1.9
07133116,189,98,20,15,5,10.6,7.9,2.6
07333037,519,252,54,33,21,10.4,6.4,4
07337050,484,228,45,26,19,9.3,5.4,3.9
07335043,1014,513,92,67,25,9.1,6.6,2.5
07140077,471,228,42,31,11,8.9,6.6,2.3
07335031,413,220,46,31,15,11.1,7.5,3.6
07333018,793,392,64,43,21,8.1,5.4,2.6
07133056,787,399,72,51,21,9.1,6.5,2.7
07332037,816,412,73,50,23,8.9,6.1,2.8
07140156,115,57,15,10,5,13,8.7,4.3
07133088,375,173,63,44,19,16.8,11.7,5.1
07333068,123,62,13,8,5,10.6,6.5,4.1
07339029,734,360,65,46,19,8.9,6.3,2.6
07339050,824,412,75,48,27,9.1,5.8,3.3
07133087,1372,682,131,96,35,9.5,7,2.6
07133102,1380,708,132,92,40,9.6,6.7,2.9
07140118,251,122,24,10,14,9.6,4,5.6
07133117,2679,1378,535,374,161,20,14,6
07332001,1740,866,147,99,48,8.4,5.7,2.8
07337036,833,404,82,55,27,9.8,6.6,3.2
07340044,755,387,64,36,28,8.5,4.8,3.7
07133094,523,265,43,30,13,8.2,5.7,2.5
07140079,421,217,45,31,14,10.7,7.4,3.3
07140089,127,62,17,12,5,13.4,9.4,3.9
07335023,1153,588,119,79,40,10.3,6.9,3.5
07331003,17826,9108,1819,1189,630,10.2,6.7,3.5
07140035,835,407,52,32,20,6.2,3.8,2.4
07331068,1732,861,162,112,50,9.4,6.5,2.9
07140138,245,122,27,21,6,11,8.6,2.4
07337026,847,434,105,74,31,12.4,8.7,3.7
07133009,231,110,25,19,6,10.8,8.2,2.6
07332049,1718,875,128,88,40,7.5,5.1,2.3
07137204,1510,777,159,110,49,10.5,7.3,3.2
07138011,1040,531,124,79,45,11.9,7.6,4.3
07141037,148,66,15,9,6,10.1,6.1,4.1
07143225,326,158,41,25,16,12.6,7.7,4.9
07143008,463,238,46,26,20,9.9,5.6,4.3
07138025,626,321,60,39,21,9.6,6.2,3.4
07143273,819,403,107,68,39,13.1,8.3,4.8
07132055,1882,962,202,131,71,10.7,7,3.8
07143250,659,325,65,45,20,9.9,6.8,3
07141053,1090,556,105,74,31,9.6,6.8,2.8
07138053,1085,557,99,61,38,9.1,5.6,3.5
07143501,309,140,34,26,8,11,8.4,2.6
07132074,759,372,74,54,20,9.7,7.1,2.6
07143307,298,153,36,23,13,12.1,7.7,4.4
07132031,253,119,20,13,7,7.9,5.1,2.8
07141081,579,289,48,32,16,8.3,5.5,2.8
07132014,753,365,76,58,18,10.1,7.7,2.4
07132501,6221,3252,654,459,195,10.5,7.4,3.1
07143221,239,122,30,21,9,12.6,8.8,3.8
07131027,255,124,22,15,7,8.6,5.9,2.7
07135022,273,138,35,26,9,12.8,9.5,3.3
07131044,465,241,65,42,23,14,9,4.9
05970020,15169,7632,1556,1112,444,10.3,7.3,2.9
09274119,1809,894,207,140,67,11.4,7.7,3.7
07131070,16392,8336,1778,1195,583,10.8,7.3,3.6
09178140,3179,1553,297,168,129,9.3,5.3,4.1
07233204,1149,587,137,96,41,11.9,8.4,3.6
07135034,646,318,75,50,25,11.6,7.7,3.9
07131032,158,78,20,10,10,12.7,6.3,6.3
07131002,1182,589,123,75,48,10.4,6.3,4.1
07233031,130,66,14,11,3,10.8,8.5,2.3
07331075,902,463,65,40,25,7.2,4.4,2.8
07339058,1037,518,83,50,33,8,4.8,3.2
07132100,273,140,37,25,12,13.6,9.2,4.4
07143200,606,293,69,48,21,11.4,7.9,3.5
